ResID	CustID
1,767
2,741
3,884
4,535
5,388
6,475
7,509
8,465
9,510
10,682
11,812
12,546
14,858
15,741
16,477
17,187
18,663
19,515
20,720
21,587
22,138
23,259
24,877
25,357
26,307
27,802
28,755
29,471
30,83
31,826
32,590
33,718
34,86
35,543
36,81
37,458
39,273
40,684
41,15
42,960
43,806
44,615
45,288
46,86
47,638
48,989
49,84
50,43
51,613
52,844
53,199
54,958
55,876
56,57
57,499
58,28
59,824
60,990
61,41
62,231
63,194
64,459
65,788
66,345
67,894
68,542
69,773
70,125
71,369
72,286
73,902
74,393
75,241
76,65
77,445
78,813
79,227
80,448
81,812
82,118
83,744
84,250
85,29
86,571
87,1000
88,861
89,829
90,951
91,463
92,281
93,879
94,348
95,745
96,873
97,143
98,361
99,158
100,949
101,857
102,423
103,17
104,818
105,448
106,891
107,215
108,742
109,730
110,391
111,494
112,168
113,398
114,65
115,220
116,733
117,902
118,656
119,319
120,953
121,400
122,39
123,39
124,871
125,850
126,729
127,515
128,312
129,147
130,396
131,957
132,407
133,812
134,821
135,94
136,407
137,715
138,508
139,543
140,898
141,339
142,306
144,637
145,201
146,386
147,308
149,645
150,838
151,898
152,732
153,483
154,689
155,80
156,562
157,87
158,765
159,658
160,66
161,556
162,267
163,630
164,109
165,742
166,68
167,155
168,251
169,158
170,53
171,866
172,795
173,47
175,885
176,913
178,380
179,103
180,693
181,43
182,238
183,925
184,224
185,729
186,1
187,881
188,599
189,435
190,728
191,686
192,172
193,938
194,520
195,664
196,735
197,447
198,632
199,993
200,509
201,706
202,116
203,92
204,885
205,812
206,751
207,276
208,313
209,806
210,171
211,463
212,231
213,30
214,703
215,620
216,187
217,182
218,279
219,963
220,608
221,99
222,949
223,436
224,43
225,344
226,962
227,939
228,341
229,299
230,2
231,188
232,899
233,403
234,342
235,854
236,215
237,36
238,206
240,443
241,47
242,326
243,366
244,862
245,17
246,606
248,80
250,523
251,96
252,857
253,93
254,959
255,174
256,810
257,342
258,791
259,698
260,261
261,509
262,794
263,921
264,188
265,560
266,693
267,522
268,818
270,831
271,305
272,356
273,324
274,525
276,46
277,13
278,613
279,647
280,403
281,272
282,316
283,301
284,242
285,251
286,918
288,813
289,996
290,283
291,580
294,158
295,363
296,854
297,453
298,945
300,814
301,508
302,215
303,75
304,128
305,949
306,144
307,674
308,938
309,21
310,919
311,968
312,570
313,391
314,963
316,635
317,310
320,530
321,151
322,106
323,115
324,996
325,167
326,848
327,255
328,862
329,721
331,522
332,152
334,31
335,464
336,60
337,573
338,256
339,290
340,32
341,717
342,420
343,399
344,340
345,949
346,271
347,338
348,345
349,599
350,594
351,610
352,948
353,923
354,957
355,92
356,245
357,81
358,457
359,875
361,454
362,466
363,32
364,279
365,151
366,848
367,126
368,769
371,930
372,119
373,91
374,108
375,985
376,468
377,63
378,607
379,626
381,485
382,718
383,73
384,275
385,242
386,739
388,372
389,798
390,707
392,996
393,239
394,374
395,725
396,826
397,628
398,990
400,738
401,556
402,485
403,362
404,302
405,538
406,568
408,975
409,166
410,331
411,66
412,372
413,62
414,631
415,600
416,875
418,281
419,660
420,443
421,879
423,439
424,374
425,491
426,500
427,138
428,781
429,817
430,225
431,201
432,98
433,154
434,398
435,825
436,410
437,523
438,913
439,669
440,462
441,651
442,175
443,750
445,972
446,341
447,93
448,214
449,447
450,80
451,239
452,655
453,56
454,629
455,914
456,995
457,855
458,799
459,896
460,228
461,971
463,719
464,879
465,502
466,764
467,796
468,834
469,441
470,878
471,443
472,805
473,326
474,58
475,908
476,276
477,62
478,794
479,383
480,461
483,359
484,796
485,202
486,428
487,304
488,846
489,233
490,429
491,633
492,775
493,772
495,798
496,512
497,737
498,39
499,794
500,74
501,153
502,230
503,157
504,422
505,788
506,686
507,952
509,686
510,968
511,584
512,789
513,621
515,225
516,205
517,195
518,371
520,458
521,76
522,197
523,561
527,811
529,618
530,756
531,145
532,536
533,65
534,725
535,703
536,314
537,834
539,497
540,224
541,237
542,362
544,946
545,321
546,304
547,859
548,459
549,544
550,628
551,687
552,272
553,512
554,736
555,174
556,21
557,113
558,251
559,539
560,354
561,663
562,50
563,293
564,185
565,938
566,165
567,392
568,633
570,882
571,727
572,296
573,265
574,925
575,457
576,184
577,679
578,671
581,487
582,831
583,958
584,827
585,356
586,181
587,739
589,35
590,431
591,808
592,803
593,891
594,268
595,75
596,157
597,130
598,775
599,235
601,574
603,350
604,124
606,405
607,737
608,434
609,472
610,954
611,982
612,690
613,952
617,612
618,65
619,586
620,24
621,86
622,523
623,40
624,540
625,199
627,458
629,759
630,652
632,83
633,75
634,318
635,411
636,528
637,809
638,877
639,460
640,681
641,316
642,681
643,586
644,766
645,378
646,800
647,411
648,526
649,474
650,616
652,259
654,188
655,63
657,620
658,572
659,476
660,491
661,319
662,249
663,674
664,17
666,308
668,378
669,204
670,676
671,522
672,164
673,436
675,134
676,976
677,418
678,792
680,977
681,669
683,39
684,472
685,779
686,904
687,768
688,656
689,903
690,704
691,388
692,830
693,676
694,442
695,101
696,400
697,280
698,963
699,687
700,52
701,316
702,557
703,914
704,365
705,809
706,196
707,844
708,134
709,711
710,723
712,458
713,454
716,533
719,374
720,302
721,73
722,70
723,29
726,575
727,963
728,865
729,543
730,539
731,485
732,699
734,985
735,669
736,913
738,640
739,623
740,473
741,411
742,433
743,764
744,696
745,804
746,354
747,40
748,469
750,852
752,442
753,158
754,440
755,513
756,15
757,601
758,912
759,68
760,183
761,838
762,520
763,663
764,195
765,321
768,505
769,152
770,705
771,861
772,21
773,242
774,320
775,496
776,17
777,836
779,884
780,849
781,385
782,221
784,836
785,804
786,967
788,457
790,716
791,87
792,940
794,986
795,705
796,371
797,632
799,414
800,782
802,544
803,154
804,343
805,200
806,694
807,987
808,48
809,72
810,679
812,30
813,113
814,748
815,96
816,607
817,461
818,169
819,992
820,958
821,10
822,840
823,911
824,906
825,612
826,202
828,243
829,285
830,274
831,14
832,426
833,717
834,173
835,559
836,702
837,440
838,453
839,310
840,722
843,914
844,633
845,709
846,736
847,251
848,982
850,594
851,447
852,33
854,659
856,228
857,173
858,818
860,230
861,692
862,550
863,590
864,457
865,699
866,302
868,941
869,994
871,376
872,470
874,238
877,356
878,299
879,491
880,97
881,308
882,882
884,818
885,942
886,756
887,338
889,994
890,117
891,843
892,838
893,209
894,688
895,230
896,392
897,704
898,979
899,413
900,700
901,823
902,236
903,811
904,792
905,547
908,995
910,768
911,112
914,974
915,190
918,444
919,332
920,908
921,963
922,360
924,141
927,593
928,735
929,156
930,662
933,450
934,11
935,75
936,78
937,583
939,62
940,841
941,919
942,389
944,720
945,965
946,893
947,375
948,497
949,880
950,496
951,931
952,468
953,343
954,22
956,276
957,952
958,322
960,468
961,77
962,615
963,317
964,420
965,14
968,359
969,772
970,154
971,324
973,452
975,222
976,843
977,91
978,812
979,884
980,962
981,365
983,25
984,378
987,643
989,706
990,162
991,340
992,567
993,431
995,832
996,323
997,176
998,553
999,393
